,cubeid,cubeidpub,cubename,catid,pa_gaskin,pa_gaskin_err
1675,422639_blue_red_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17,422639_A,422639_blue_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17.fits,422639,332.5,5.3333335
1676,422649_blue_red_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05,422649_A,422649_blue_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05.fits,422649,306.0,0.5833333
1677,422683_blue_red_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17,422683_A,422683_blue_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17.fits,422683,344.5,0.75
1678,422721_blue_red_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06,422721_A,422721_blue_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06.fits,422721,141.0,0.16666667
1679,422761_blue_red_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06,422761_A,422761_blue_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06.fits,422761,77.0,0.16666667
1680,422888_blue_red_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06,422888_A,422888_blue_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06.fits,422888,20.0,1.5
1681,422907_blue_red_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06,422907_A,422907_blue_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06.fits,422907,16.5,2.75
1682,422921_blue_red_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06,422921_A,422921_blue_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06.fits,422921,259.0,0.16666667
1683,422933_blue_red_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06,422933_A,422933_blue_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06.fits,422933,21.5,0.16666667
1684,423267_blue_red_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22,423267_A,423267_blue_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22.fits,423267,109.5,0.9166667
1685,423270_blue_red_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22,423270_A,423270_blue_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22.fits,423270,191.5,0.16666667
1686,423416_blue_red_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22,423416_A,423416_blue_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22.fits,423416,76.0,0.41666666
1687,423784_blue_red_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19,423784_A,423784_blue_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19.fits,423784,39.5,0.16666667
1688,457505_blue_red_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19,457505_A,457505_blue_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19.fits,457505,326.0,0.16666667
1689,457615_blue_red_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19,457615_A,457615_blue_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19.fits,457615,191.5,0.25
1690,460374_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,460374_A,460374_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,460374,202.5,0.16666667
1691,460378_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,460378_A,460378_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,460378,344.0,0.5833333
1692,460380_blue_red_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02,460380_A,460380_blue_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02.fits,460380,170.5,1.5
1693,460424_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,460424_A,460424_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,460424,241.5,12.166667
1694,460756_blue_red_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10,460756_A,460756_blue_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10.fits,460756,52.0,0.16666667
1695,460767_blue_red_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19,460767_A,460767_blue_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19.fits,460767,142.5,0.16666667
1696,463119_blue_red_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02,463119_A,463119_blue_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02.fits,463119,21.0,0.16666667
1697,463148_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,463148_A,463148_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,463148,169.5,0.16666667
1698,463264_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,463264_A,463264_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,463264,88.5,0.25
1699,463288_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,463288_A,463288_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,463288,82.5,0.16666667
1700,463317_blue_red_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17,463317_A,463317_blue_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17.fits,463317,283.5,0.5
1701,463367_blue_red_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,463367_A,463367_blue_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,463367,350.5,0.16666667
1702,463367_blue_red_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,463367_B,463367_blue_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,463367,347.0,0.16666667
1703,463367_blue_red_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01,463367_C,463367_blue_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01.fits,463367,350.5,0.16666667
1704,463434_blue_red_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,463434_B,463434_blue_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,463434,115.5,0.16666667
1705,463434_blue_red_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01,463434_C,463434_blue_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01.fits,463434,114.0,0.16666667
1706,463434_blue_red_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,463434_A,463434_blue_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,463434,116.0,0.16666667
1707,463641_blue_red_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10,463641_A,463641_blue_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10.fits,463641,345.5,0.16666667
1708,463643_blue_red_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19,463643_A,463643_blue_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19.fits,463643,214.0,0.16666667
1709,463660_blue_red_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10,463660_A,463660_blue_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10.fits,463660,74.0,0.9166667
1710,463668_blue_red_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10,463668_A,463668_blue_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10.fits,463668,177.5,0.16666667
1711,484976_blue_red_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19,484976_A,484976_blue_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19.fits,484976,51.0,0.16666667
1712,485046_blue_red_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19,485046_A,485046_blue_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19.fits,485046,311.5,0.16666667
1713,485047_blue_red_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19,485047_A,485047_blue_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19.fits,485047,274.5,0.25
1714,485127_blue_red_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19,485127_A,485127_blue_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19.fits,485127,210.5,0.33333334
1715,485504_blue_red_8_Y13SAR1_P005_15T018_2013_03_05-2013_03_17,485504_A,485504_blue_8_Y13SAR1_P005_15T018_2013_03_05-2013_03_17.fits,485504,207.0,0.16666667
1716,485529_blue_red_7_Y14SAR4_P006_15T092_2014_05_23-2014_06_01,485529_A,485529_blue_7_Y14SAR4_P006_15T092_2014_05_23-2014_06_01.fits,485529,115.5,14.833332
1717,485646_blue_red_7_Y14SAR4_P006_15T092_2014_05_23-2014_06_01,485646_A,485646_blue_7_Y14SAR4_P006_15T092_2014_05_23-2014_06_01.fits,485646,1.0,0.16666667
1718,485688_blue_red_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01,485688_A,485688_blue_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01.fits,485688,342.0,0.75
1719,485690_blue_red_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17,485690_A,485690_blue_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17.fits,485690,79.5,0.16666667
1720,485823_blue_red_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01,485823_A,485823_blue_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01.fits,485823,35.0,1.0833334
1721,485833_blue_red_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13,485833_A,485833_blue_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13.fits,485833,238.0,0.5
1722,485834_blue_red_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01,485834_A,485834_blue_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01.fits,485834,44.5,0.16666667
1723,485882_blue_red_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13,485882_A,485882_blue_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13.fits,485882,303.0,0.16666667
1724,485883_blue_red_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13,485883_A,485883_blue_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13.fits,485883,152.5,0.16666667
1725,485885_blue_red_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17,485885_A,485885_blue_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17.fits,485885,83.5,0.16666667
1726,485919_blue_red_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13,485919_A,485919_blue_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13.fits,485919,329.5,0.16666667
1727,485921_blue_red_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13,485921_A,485921_blue_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13.fits,485921,179.5,0.16666667
1728,485922_blue_red_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17,485922_A,485922_blue_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17.fits,485922,5.5,0.16666667
1729,485924_blue_red_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17,485924_A,485924_blue_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17.fits,485924,18.0,0.16666667
1730,486092_blue_red_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19,486092_A,486092_blue_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19.fits,486092,88.5,0.16666667
1731,486213_blue_red_7_Y14SAR4_P007_15T093_2016_04_04-2016_04_12,486213_A,486213_blue_7_Y14SAR4_P007_15T093_2016_04_04-2016_04_12.fits,486213,174.5,0.33333334
1732,486275_blue_red_7_Y14SAR4_P007_15T093_2016_04_04-2016_04_12,486275_A,486275_blue_7_Y14SAR4_P007_15T093_2016_04_04-2016_04_12.fits,486275,2.5,0.16666667
1733,486276_blue_red_7_Y14SAR4_P007_15T093_2016_04_04-2016_04_12,486276_A,486276_blue_7_Y14SAR4_P007_15T093_2016_04_04-2016_04_12.fits,486276,312.0,0.25
1734,486782_blue_red_7_Y14SAR4_P003_15T089_2014_05_23-2014_06_01,486782_A,486782_blue_7_Y14SAR4_P003_15T089_2014_05_23-2014_06_01.fits,486782,257.0,0.16666667
1735,486834_blue_red_7_Y14SAR4_P003_15T089_2014_05_23-2014_06_01,486834_A,486834_blue_7_Y14SAR4_P003_15T089_2014_05_23-2014_06_01.fits,486834,153.0,0.16666667
1736,486872_blue_red_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04,486872_A,486872_blue_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04.fits,486872,304.0,0.16666667
1737,486957_blue_red_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04,486957_A,486957_blue_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04.fits,486957,74.0,0.16666667
1738,487010_blue_red_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04,487010_A,487010_blue_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04.fits,487010,302.5,0.16666667
1739,487019_blue_red_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12,487019_A,487019_blue_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12.fits,487019,341.0,0.16666667
1740,487019_blue_red_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01,487019_B,487019_blue_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01.fits,487019,344.0,0.16666667
1741,487027_blue_red_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04,487027_A,487027_blue_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04.fits,487027,261.0,0.16666667
1742,487060_blue_red_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12,487060_A,487060_blue_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12.fits,487060,77.5,0.33333334
1743,487060_blue_red_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01,487060_B,487060_blue_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01.fits,487060,77.5,0.16666667
1744,487175_blue_red_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12,487175_A,487175_blue_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12.fits,487175,56.5,0.16666667
1745,487175_blue_red_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01,487175_B,487175_blue_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01.fits,487175,57.5,0.16666667
1746,491457_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,491457_A,491457_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,491457,119.0,0.16666667
1747,491460_blue_red_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02,491460_A,491460_blue_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02.fits,491460,128.0,0.16666667
1748,491475_blue_red_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02,491475_A,491475_blue_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02.fits,491475,13.0,0.6666667
1749,491508_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,491508_A,491508_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,491508,8.0,0.16666667
1750,491509_blue_red_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02,491509_A,491509_blue_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02.fits,491509,248.5,0.16666667
1751,491552_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,491552_A,491552_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,491552,268.5,0.16666667
1752,491608_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,491608_A,491608_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,491608,89.5,1.0
1753,491743_blue_red_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,491743_A,491743_blue_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,491743,9.5,0.16666667
1754,491743_blue_red_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,491743_B,491743_blue_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,491743,11.0,0.25
1755,491743_blue_red_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01,491743_C,491743_blue_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01.fits,491743,7.0,0.16666667
1756,491887_blue_red_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19,491887_A,491887_blue_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19.fits,491887,155.0,0.16666667
1757,491956_blue_red_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10,491956_A,491956_blue_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10.fits,491956,102.5,0.16666667
1758,491960_blue_red_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19,491960_A,491960_blue_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19.fits,491960,71.0,0.16666667
1759,492384_blue_red_8_Y13SAR1_P005_15T018_2013_03_05-2013_03_17,492384_A,492384_blue_8_Y13SAR1_P005_15T018_2013_03_05-2013_03_17.fits,492384,138.0,0.16666667
1760,492411_blue_red_7_Y14SAR4_P006_15T092_2014_05_23-2014_06_01,492411_A,492411_blue_7_Y14SAR4_P006_15T092_2014_05_23-2014_06_01.fits,492411,82.5,0.6666667
1761,492414_blue_red_8_Y13SAR1_P005_15T018_2013_03_05-2013_03_17,492414_A,492414_blue_8_Y13SAR1_P005_15T018_2013_03_05-2013_03_17.fits,492414,61.5,0.16666667
1762,492486_blue_red_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01,492486_A,492486_blue_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01.fits,492486,122.0,0.16666667
1763,492690_blue_red_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13,492690_A,492690_blue_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13.fits,492690,245.5,0.25
1764,492883_blue_red_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19,492883_A,492883_blue_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19.fits,492883,177.5,0.16666667
1765,492941_blue_red_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19,492941_A,492941_blue_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19.fits,492941,108.0,0.16666667
1766,492957_blue_red_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19,492957_A,492957_blue_6_Y17SAR3_P005_15T128_2018_04_09-2018_04_19.fits,492957,70.5,0.16666667
1767,493028_blue_red_7_Y14SAR4_P007_15T093_2016_04_04-2016_04_12,493028_A,493028_blue_7_Y14SAR4_P007_15T093_2016_04_04-2016_04_12.fits,493028,184.5,9.749998
1768,493621_blue_red_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04,493621_A,493621_blue_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04.fits,493621,85.0,0.16666667
1769,493702_blue_red_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,493702_B,493702_blue_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,493702,206.0,0.5833333
1770,493702_blue_red_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,493702_A,493702_blue_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,493702,171.0,0.25
1771,493702_blue_red_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16,493702_C,493702_blue_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16.fits,493702,120.5,0.16666667
1772,493811_blue_red_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04,493811_A,493811_blue_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04.fits,493811,111.0,0.8333333
1773,493812_blue_red_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05,493812_A,493812_blue_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05.fits,493812,143.5,0.33333334
1774,493825_blue_red_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04,493825_A,493825_blue_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04.fits,493825,106.5,3.0
1775,493832_blue_red_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05,493832_A,493832_blue_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05.fits,493832,305.5,0.16666667
1776,493838_blue_red_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12,493838_A,493838_blue_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12.fits,493838,311.5,6.8333335
1777,493838_blue_red_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01,493838_B,493838_blue_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01.fits,493838,297.0,0.16666667
1778,496966_blue_red_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17,496966_A,496966_blue_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17.fits,496966,231.0,0.16666667
1779,496978_blue_red_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,496978_A,496978_blue_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,496978,325.0,0.16666667
1780,496978_blue_red_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,496978_B,496978_blue_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,496978,325.0,0.16666667
1781,496978_blue_red_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01,496978_C,496978_blue_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01.fits,496978,324.0,0.16666667
1782,497035_blue_red_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10,497035_A,497035_blue_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10.fits,497035,216.0,0.16666667
1783,504713_blue_red_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17,504713_A,504713_blue_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17.fits,504713,297.0,0.16666667
1784,504730_blue_red_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01,504730_A,504730_blue_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01.fits,504730,235.5,0.33333334
1785,504877_blue_red_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01,504877_A,504877_blue_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01.fits,504877,127.0,0.5833333
1786,504879_blue_red_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01,504879_A,504879_blue_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01.fits,504879,68.5,0.33333334
1787,504882_blue_red_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17,504882_A,504882_blue_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17.fits,504882,348.0,0.16666667
1788,504922_blue_red_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17,504922_A,504922_blue_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17.fits,504922,33.5,0.16666667
