,cubeid,cubeidpub,cubename,catid,pa_gaskin,pa_gaskin_err
611,138047_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14,138047_A,138047_blue_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14.fits,138047,82.5,0.16666667
612,138065_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12,138065_A,138065_blue_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12.fits,138065,338.0,0.6666667
613,138066_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,138066_B,138066_blue_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,138066,88.5,0.16666667
614,138066_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,138066_A,138066_blue_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,138066,89.0,0.16666667
615,138066_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12,138066_C,138066_blue_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12.fits,138066,89.0,0.16666667
616,138094_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,138094_B,138094_blue_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,138094,149.5,1.1666666
617,138094_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12,138094_D,138094_blue_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12.fits,138094,146.0,0.16666667
618,138094_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,138094_A,138094_blue_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,138094,144.5,0.5
619,138094_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14,138094_C,138094_blue_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14.fits,138094,144.5,0.8333333
620,138132_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,138132_A,138132_blue_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,138132,54.0,1.25
621,138132_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12,138132_D,138132_blue_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12.fits,138132,132.5,4.0833335
622,138132_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,138132_B,138132_blue_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,138132,88.5,0.16666667
623,138132_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14,138132_C,138132_blue_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14.fits,138132,50.5,0.33333334
624,138161_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14,138161_A,138161_blue_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14.fits,138161,142.5,0.16666667
625,138291_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19,138291_A,138291_blue_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19.fits,138291,328.0,0.16666667
626,138381_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19,138381_A,138381_blue_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19.fits,138381,113.5,0.16666667
627,139123_blue_red_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16,139123_A,139123_blue_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16.fits,139123,99.5,0.16666667
628,143148_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01,143148_B,143148_blue_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01.fits,143148,115.5,0.16666667
629,143148_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02,143148_A,143148_blue_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02.fits,143148,284.5,0.16666667
630,143227_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19,143227_C,143227_blue_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19.fits,143227,271.0,0.75
631,143227_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01,143227_A,143227_blue_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01.fits,143227,281.5,0.16666667
632,143227_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02,143227_B,143227_blue_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02.fits,143227,271.0,0.25
633,143287_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16,143287_A,143287_blue_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16.fits,143287,34.5,0.16666667
634,143291_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16,143291_A,143291_blue_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16.fits,143291,351.0,0.16666667
635,143388_blue_red_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12,143388_A,143388_blue_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12.fits,143388,304.5,1.4166666
636,143446_blue_red_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12,143446_A,143446_blue_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12.fits,143446,322.5,0.16666667
637,143499_blue_red_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25,143499_A,143499_blue_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25.fits,143499,1.0,0.33333203
638,143547_blue_red_7_Y18SAR3_P001_12T123_2018_04_09-2018_04_19,143547_A,143547_blue_7_Y18SAR3_P001_12T123_2018_04_09-2018_04_19.fits,143547,21.5,4.6666665
639,143605_blue_red_7_Y18SAR3_P001_12T123_2018_04_09-2018_04_19,143605_A,143605_blue_7_Y18SAR3_P001_12T123_2018_04_09-2018_04_19.fits,143605,188.5,0.16666667
640,143735_blue_red_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19,143735_A,143735_blue_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19.fits,143735,283.5,0.16666667
641,143736_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01,143736_A,143736_blue_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01.fits,143736,282.0,0.16666667
642,143746_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01,143746_A,143746_blue_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01.fits,143746,321.5,0.25
643,143750_blue_red_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19,143750_A,143750_blue_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19.fits,143750,349.0,0.33333334
644,143814_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01,143814_A,143814_blue_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01.fits,143814,285.5,0.16666667
645,143918_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19,143918_A,143918_blue_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19.fits,143918,271.5,0.16666667
646,144051_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19,144051_A,144051_blue_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19.fits,144051,168.0,0.16666667
647,144073_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19,144073_A,144073_blue_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19.fits,144073,178.5,0.16666667
648,144127_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19,144127_A,144127_blue_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19.fits,144127,84.5,0.16666667
649,144176_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10,144176_A,144176_blue_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10.fits,144176,178.5,0.16666667
650,144178_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10,144178_A,144178_blue_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10.fits,144178,281.5,0.16666667
651,144197_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10,144197_A,144197_blue_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10.fits,144197,320.0,0.16666667
652,144236_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10,144236_A,144236_blue_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10.fits,144236,142.0,2.6666667
653,144239_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04,144239_A,144239_blue_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04.fits,144239,132.5,0.16666667
654,144243_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04,144243_A,144243_blue_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04.fits,144243,275.5,0.75
655,144320_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04,144320_A,144320_blue_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04.fits,144320,172.5,0.16666667
656,144327_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19,144327_A,144327_blue_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19.fits,144327,137.5,0.16666667
657,144335_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19,144335_A,144335_blue_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19.fits,144335,275.0,0.16666667
658,144338_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10,144338_A,144338_blue_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10.fits,144338,170.5,5.7499986
659,144402_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04,144402_A,144402_blue_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04.fits,144402,226.5,0.16666667
660,144402_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19,144402_B,144402_blue_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19.fits,144402,228.0,0.16666667
661,144465_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,144465_A,144465_blue_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,144465,162.5,0.5833333
662,144465_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14,144465_C,144465_blue_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14.fits,144465,139.0,0.16666667
663,144465_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,144465_B,144465_blue_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,144465,168.0,0.6666667
664,144465_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12,144465_D,144465_blue_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12.fits,144465,4.0,2.2499993
665,144480_blue_red_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04,144480_A,144480_blue_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04.fits,144480,254.5,0.41666666
666,144491_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14,144491_C,144491_blue_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14.fits,144491,194.5,0.16666667
667,144491_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12,144491_D,144491_blue_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12.fits,144491,173.0,0.16666667
668,144491_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,144491_B,144491_blue_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,144491,191.5,0.25
669,144491_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,144491_A,144491_blue_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,144491,189.5,0.25
670,144497_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12,144497_A,144497_blue_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12.fits,144497,229.0,0.41666666
671,144498_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12,144498_C,144498_blue_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12.fits,144498,319.5,0.75
672,144498_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,144498_B,144498_blue_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,144498,309.0,0.5833333
673,144498_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12,144498_D,144498_blue_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12.fits,144498,308.5,2.3333333
674,144498_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,144498_A,144498_blue_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,144498,318.5,0.16666667
675,144640_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12,144640_A,144640_blue_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12.fits,144640,338.5,0.16666667
676,144682_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14,144682_C,144682_blue_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14.fits,144682,64.0,0.5833333
677,144682_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,144682_A,144682_blue_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,144682,66.0,0.75
678,144682_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12,144682_D,144682_blue_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12.fits,144682,55.5,0.8333333
679,144682_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,144682_B,144682_blue_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,144682,349.0,0.16666667
680,144690_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12,144690_A,144690_blue_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12.fits,144690,9.0,0.33333334
681,144846_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19,144846_A,144846_blue_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19.fits,144846,176.0,0.16666667
682,145073_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19,145073_A,145073_blue_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19.fits,145073,119.0,0.16666667
683,145267_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12,145267_A,145267_blue_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12.fits,145267,176.0,8.666665
684,145462_blue_red_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16,145462_A,145462_blue_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16.fits,145462,90.0,0.16666667
685,145583_blue_red_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01,145583_A,145583_blue_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01.fits,145583,100.0,0.16666667
686,145729_blue_red_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16,145729_A,145729_blue_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16.fits,145729,268.0,0.25
687,176868_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02,176868_A,176868_blue_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02.fits,176868,34.5,0.25
688,176868_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01,176868_B,176868_blue_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01.fits,176868,50.5,0.16666667
689,176934_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02,176934_A,176934_blue_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02.fits,176934,265.0,0.5
690,176934_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01,176934_B,176934_blue_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01.fits,176934,263.0,0.16666667
691,176955_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02,176955_A,176955_blue_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02.fits,176955,250.5,0.16666667
692,176955_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01,176955_B,176955_blue_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01.fits,176955,250.5,0.16666667
693,176969_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16,176969_A,176969_blue_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16.fits,176969,342.0,1.0833334
694,176991_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16,176991_A,176991_blue_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16.fits,176991,228.0,0.25
695,177010_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16,177010_A,177010_blue_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16.fits,177010,160.5,0.16666667
696,177046_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16,177046_A,177046_blue_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16.fits,177046,336.5,0.41666666
697,177081_blue_red_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12,177081_A,177081_blue_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12.fits,177081,123.5,0.16666667
698,177100_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16,177100_A,177100_blue_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16.fits,177100,49.0,0.9166667
699,177143_blue_red_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12,177143_A,177143_blue_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12.fits,177143,208.5,0.16666667
700,177232_blue_red_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12,177232_A,177232_blue_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12.fits,177232,316.0,0.16666667
701,177297_blue_red_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12,177297_A,177297_blue_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12.fits,177297,142.0,0.16666667
702,177303_blue_red_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12,177303_A,177303_blue_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12.fits,177303,162.5,0.16666667
703,177326_blue_red_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25,177326_A,177326_blue_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25.fits,177326,72.0,0.6666667
704,177354_blue_red_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12,177354_A,177354_blue_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12.fits,177354,175.5,7.9166665
705,177481_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01,177481_A,177481_blue_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01.fits,177481,223.0,0.25
706,177518_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01,177518_A,177518_blue_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01.fits,177518,176.0,0.33333334
707,177969_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19,177969_A,177969_blue_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19.fits,177969,132.0,0.16666667
708,178149_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19,178149_A,178149_blue_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19.fits,178149,277.5,0.5
709,178190_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19,178190_A,178190_blue_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19.fits,178190,250.5,0.41666666
710,178197_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19,178197_A,178197_blue_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19.fits,178197,1.5,0.16666667
711,178210_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10,178210_A,178210_blue_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10.fits,178210,304.0,0.16666667
712,178290_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10,178290_A,178290_blue_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10.fits,178290,181.5,0.16666667
713,178300_blue_red_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19,178300_A,178300_blue_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19.fits,178300,220.0,0.25
714,178481_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,178481_B,178481_blue_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,178481,221.0,1.25
715,178481_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12,178481_D,178481_blue_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12.fits,178481,210.0,0.16666667
716,178481_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,178481_A,178481_blue_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,178481,216.0,0.6666667
717,178481_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14,178481_C,178481_blue_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14.fits,178481,216.0,1.1666666
718,178578_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14,178578_C,178578_blue_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14.fits,178578,261.0,2.0
719,178578_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12,178578_D,178578_blue_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12.fits,178578,272.0,0.75
720,178578_blue_red_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,178578_A,178578_blue_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,178578,268.0,0.5
721,178578_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04,178578_B,178578_blue_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04.fits,178578,265.5,0.5833333
722,178580_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12,178580_A,178580_blue_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12.fits,178580,72.5,0.16666667
723,178585_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12,178585_A,178585_blue_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12.fits,178585,151.5,0.41666666
724,178865_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19,178865_A,178865_blue_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19.fits,178865,151.5,0.5833333
725,179566_blue_red_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16,179566_A,179566_blue_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16.fits,179566,191.5,0.16666667
726,179584_blue_red_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16,179584_A,179584_blue_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16.fits,179584,111.0,0.16666667
727,179588_blue_red_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16,179588_A,179588_blue_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16.fits,179588,258.0,0.16666667
728,179665_blue_red_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16,179665_A,179665_blue_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16.fits,179665,259.5,0.16666667
729,183932_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02,183932_A,183932_blue_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02.fits,183932,293.5,0.25
730,183932_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01,183932_B,183932_blue_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01.fits,183932,290.0,0.5
731,184042_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02,184042_A,184042_blue_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02.fits,184042,159.0,0.16666667
732,184042_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01,184042_B,184042_blue_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01.fits,184042,231.5,0.41666666
733,184046_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02,184046_A,184046_blue_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02.fits,184046,280.5,0.75
734,184046_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01,184046_B,184046_blue_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01.fits,184046,276.5,0.16666667
735,184122_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02,184122_B,184122_blue_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02.fits,184122,199.5,0.16666667
736,184122_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19,184122_C,184122_blue_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19.fits,184122,199.0,0.16666667
737,184122_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01,184122_A,184122_blue_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01.fits,184122,200.0,0.16666667
738,184202_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16,184202_A,184202_blue_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16.fits,184202,193.5,0.16666667
739,184230_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16,184230_A,184230_blue_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16.fits,184230,250.0,0.16666667
740,184234_blue_red_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12,184234_A,184234_blue_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12.fits,184234,156.5,1.6666666
741,184237_blue_red_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25,184237_A,184237_blue_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25.fits,184237,325.0,0.25
742,184268_blue_red_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12,184268_A,184268_blue_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12.fits,184268,13.5,0.41666666
743,184281_blue_red_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25,184281_A,184281_blue_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25.fits,184281,3.5,0.9166667
744,184283_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16,184283_A,184283_blue_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16.fits,184283,312.0,0.16666667
745,184354_blue_red_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12,184354_A,184354_blue_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12.fits,184354,1.5,0.9166649
746,184366_blue_red_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12,184366_A,184366_blue_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12.fits,184366,265.5,13.5
747,184368_blue_red_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12,184368_A,184368_blue_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12.fits,184368,59.0,0.16666667
748,184370_blue_red_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25,184370_A,184370_blue_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25.fits,184370,246.5,1.0
749,184415_blue_red_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25,184415_A,184415_blue_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25.fits,184415,270.5,0.16666667
750,184648_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01,184648_A,184648_blue_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01.fits,184648,240.0,1.3333334
751,184689_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01,184689_A,184689_blue_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01.fits,184689,299.0,0.41666666
