,cubeidpub,cubeid,cubename,catid,cubefwhm,cubetexp,meantrans,isbest,catsource,warnstar,warnfill,warnz,warnmult,warnakpc,warnare,warnamge,warnsk2m,warnsk4m,warnsk4mhsn,warnfcal,warnfcbr,warnskyb,warnskyr,warnsker,warnwcs,warnre,warnskem,warnemft
1491,567760_B,567760_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,567760_blue_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,567760,1.1258953,10200.0,0.67472506,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,567760_C,567760_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01,567760_blue_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01.fits,567760,2.0829816,10800.0,0.78763145,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,567876_A,567876_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01,567876_blue_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01.fits,567876,1.4813128,19300.0,0.90583944,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,567876_B,567876_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22,567876_blue_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22.fits,567876,1.4842017,10500.0,0.8938907,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,567983_A,567983_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01,567983_blue_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01.fits,567983,1.4813128,19300.0,0.90583944,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,567983_B,567983_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22,567983_blue_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22.fits,567983,1.4842017,10500.0,0.8938907,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,568549_A,568549_7_Y14SAR3_P005_15T080_2017_04_19-2017_05_01,568549_blue_7_Y14SAR3_P005_15T080_2017_04_19-2017_05_01.fits,568549,1.5509516,12600.0,1.0100318,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,568817_A,568817_7_Y15SAR4_P003_15T114_2016_03_03-2016_03_13,568817_blue_7_Y15SAR4_P003_15T114_2016_03_03-2016_03_13.fits,568817,2.2071104,12300.0,1.0930241,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,569433_A,569433_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19,569433_blue_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19.fits,569433,3.119834,10500.0,0.7866252,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,569466_A,569466_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19,569466_blue_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19.fits,569466,3.119834,10500.0,0.7866252,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,569555_A,569555_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19,569555_blue_6_Y17SAR3_P001_15T124_2018_04_09-2018_04_19.fits,569555,3.119834,10500.0,0.7866252,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,570033_A,570033_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,570033_blue_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,570033,2.029567,28800.0,0.8695047,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,570033_C,570033_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16,570033_blue_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16.fits,570033,1.593816,12600.0,0.94572705,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,570033_B,570033_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,570033_blue_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,570033,3.474449,16200.0,0.8102207,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,570090_A,570090_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,570090_blue_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,570090,2.029567,28800.0,0.8695047,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,570090_C,570090_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16,570090_blue_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16.fits,570090,1.593816,12600.0,0.94572705,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,570090_B,570090_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,570090_blue_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,570090,3.474449,16200.0,0.8102207,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,570110_A,570110_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,570110_blue_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,570110,2.029567,28800.0,0.8695047,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,570110_C,570110_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16,570110_blue_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16.fits,570110,1.593816,12600.0,0.94572705,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,570110_B,570110_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,570110_blue_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,570110,3.474449,16200.0,0.8102207,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,570114_A,570114_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,570114_blue_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,570114,2.029567,28800.0,0.8695047,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,570114_C,570114_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16,570114_blue_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16.fits,570114,1.593816,12600.0,0.94572705,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,570114_B,570114_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,570114_blue_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,570114,3.474449,16200.0,0.8102207,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,570119_A,570119_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05,570119_blue_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05.fits,570119,2.1248715,17100.0,0.7808117,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,570174_A,570174_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05,570174_blue_10_Y14SAR2_P008_15T068_2017_02_27-2017_03_05.fits,570174,2.1248715,17100.0,0.7808117,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,570197_A,570197_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05,570197_blue_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05.fits,570197,1.5549065,12600.0,0.85536736,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,570203_A,570203_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19,570203_blue_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19.fits,570203,2.231909,12600.0,0.8402893,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,570206_A,570206_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17,570206_blue_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17.fits,570206,2.1411994,12600.0,0.98808795,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,570207_A,570207_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17,570207_blue_7_Y13SAR1_P003_15T008_2013_03_05-2013_03_17.fits,570207,2.1411994,12600.0,0.98808795,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,570214_A,570214_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05,570214_blue_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05.fits,570214,1.5549065,12600.0,0.85536736,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,570227_A,570227_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17,570227_blue_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17.fits,570227,2.6744988,12600.0,0.858792,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,570233_A,570233_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05,570233_blue_7_Y14SAR2_P002_15T062_2017_02_27-2017_03_05.fits,570233,1.5549065,12600.0,0.85536736,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,570240_A,570240_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19,570240_blue_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19.fits,570240,2.231909,12600.0,0.8402893,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,570364_A,570364_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19,570364_blue_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19.fits,570364,2.231909,12600.0,0.8402893,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,572402_A,572402_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14,572402_blue_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14.fits,572402,2.0186963,10500.0,0.8023096,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,573586_A,573586_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13,573586_blue_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13.fits,573586,1.7604245,12600.0,1.0103962,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,573617_A,573617_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19,573617_blue_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19.fits,573617,1.5288186,12476.0,0.7603789,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,573620_A,573620_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02,573620_blue_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02.fits,573620,1.7896458,12600.0,1.0111626,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,573621_A,573621_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13,573621_blue_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13.fits,573621,1.7604245,12600.0,1.0103962,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,573625_A,573625_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02,573625_blue_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02.fits,573625,1.7896458,12600.0,1.0111626,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,573736_A,573736_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19,573736_blue_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19.fits,573736,1.5288186,12476.0,0.7603789,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,573756_A,573756_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02,573756_blue_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02.fits,573756,1.7896458,12600.0,1.0111626,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,573776_A,573776_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02,573776_blue_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02.fits,573776,1.7896458,12600.0,1.0111626,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,573872_A,573872_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05,573872_blue_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05.fits,573872,1.5606548,18000.0,0.6281951,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,573915_A,573915_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05,573915_blue_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05.fits,573915,1.5606548,18000.0,0.6281951,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,574008_A,574008_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05,574008_blue_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05.fits,574008,1.5606548,18000.0,0.6281951,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,574029_A,574029_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05,574029_blue_10_Y14SAR2_P008_09T075_2017_02_27-2017_03_05.fits,574029,1.5606548,18000.0,0.6281951,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,574193_A,574193_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14,574193_blue_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14.fits,574193,2.0186963,10500.0,0.8023096,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,574200_A,574200_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17,574200_blue_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17.fits,574200,2.5074956,10800.0,0.98723316,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,574285_A,574285_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14,574285_blue_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14.fits,574285,2.0186963,10500.0,0.8023096,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,574313_A,574313_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13,574313_blue_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13.fits,574313,1.7963119,12600.0,1.1091831,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,574423_A,574423_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13,574423_blue_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13.fits,574423,1.7963119,12600.0,1.1091831,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,574572_A,574572_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14,574572_blue_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14.fits,574572,2.338051,10500.0,0.74156064,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,574617_A,574617_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14,574617_blue_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14.fits,574617,2.338051,10500.0,0.74156064,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,574692_A,574692_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14,574692_blue_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14.fits,574692,2.338051,10500.0,0.74156064,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,574934_A,574934_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22,574934_blue_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22.fits,574934,2.4222467,12600.0,0.7337866,True,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1547,575097_A,575097_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05,575097_blue_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05.fits,575097,2.1418517,12600.0,0.8071537,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,575339_A,575339_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06,575339_blue_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06.fits,575339,1.7694334,10210.0,1.0476907,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,575532_A,575532_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25,575532_blue_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25.fits,575532,2.717007,13440.0,0.8427788,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,575579_A,575579_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25,575579_blue_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25.fits,575579,1.7919227,12420.0,0.69320816,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,575623_A,575623_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13,575623_blue_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13.fits,575623,1.572137,12600.0,0.9821809,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,575625_A,575625_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25,575625_blue_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25.fits,575625,1.7919227,12420.0,0.69320816,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,575670_A,575670_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25,575670_blue_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25.fits,575670,1.7919227,12420.0,0.69320816,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,583427_A,583427_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19,583427_blue_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19.fits,583427,2.3672585,16200.0,0.8279224,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,583443_A,583443_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16,583443_blue_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16.fits,583443,2.9500344,13800.0,0.91866314,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,583479_A,583479_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19,583479_blue_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19.fits,583479,2.3672585,16200.0,0.8279224,True,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1557,583508_A,583508_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19,583508_blue_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19.fits,583508,2.3672585,16200.0,0.8279224,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,583551_A,583551_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19,583551_blue_9_Y17SAR3_P003_12T104_2018_02_12-2018_02_19.fits,583551,2.3672585,16200.0,0.8279224,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,583637_A,583637_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01,583637_blue_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01.fits,583637,2.0463061,12250.0,1.0028683,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,583716_A,583716_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01,583716_blue_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01.fits,583716,2.0463061,12250.0,1.0028683,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,583723_A,583723_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13,583723_blue_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13.fits,583723,2.2091076,11700.0,0.9164324,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,583744_A,583744_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01,583744_blue_7_Y14SAR4_P005_12T067_2014_05_23-2014_06_01.fits,583744,2.0463061,12250.0,1.0028683,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,584013_A,584013_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14,584013_blue_7_Y15SAR3_P004_12T086_2016_02_08-2016_02_14.fits,584013,1.8213739,10500.0,0.81250304,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,584682_A,584682_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19,584682_blue_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19.fits,584682,1.7046742,12420.0,0.74493206,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,584731_A,584731_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19,584731_blue_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19.fits,584731,1.7046742,12420.0,0.74493206,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,585035_A,585035_7_Y15SAR3_P004_12T089_2016_02_08-2016_02_14,585035_blue_7_Y15SAR3_P004_12T089_2016_02_08-2016_02_14.fits,585035,1.8627295,10500.0,0.7764343,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1567,585121_A,585121_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10,585121_blue_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10.fits,585121,1.4851888,12600.0,1.0384758,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,585196_A,585196_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19,585196_blue_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19.fits,585196,2.7533808,12600.0,0.89684,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,585215_A,585215_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19,585215_blue_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19.fits,585215,2.7533808,12600.0,0.89684,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,585226_A,585226_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10,585226_blue_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10.fits,585226,1.4851888,12600.0,1.0384758,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,585231_A,585231_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10,585231_blue_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10.fits,585231,1.4851888,12600.0,1.0384758,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,585314_A,585314_11_Y15SAR4_P003_12T099_2015_05_14-2015_05_20,585314_blue_11_Y15SAR4_P003_12T099_2015_05_14-2015_05_20.fits,585314,2.6398551,18700.0,0.82926345,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,585359_A,585359_11_Y15SAR4_P003_12T099_2015_05_14-2015_05_20,585359_blue_11_Y15SAR4_P003_12T099_2015_05_14-2015_05_20.fits,585359,2.6398551,18700.0,0.82926345,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,585386_A,585386_11_Y15SAR4_P003_12T099_2015_05_14-2015_05_20,585386_blue_11_Y15SAR4_P003_12T099_2015_05_14-2015_05_20.fits,585386,2.6398551,18700.0,0.82926345,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,585420_A,585420_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12,585420_blue_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12.fits,585420,2.0727983,14400.0,0.6305813,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,585422_A,585422_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12,585422_blue_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12.fits,585422,2.0727983,14400.0,0.6305813,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,585561_A,585561_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12,585561_blue_8_Y14SAR4_P010_12T072_2016_04_04-2016_04_12.fits,585561,2.0727983,14400.0,0.6305813,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,585659_A,585659_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01,585659_blue_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01.fits,585659,1.6811552,12300.0,0.86031085,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,585694_A,585694_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01,585694_blue_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01.fits,585694,1.6811552,12300.0,0.86031085,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,585755_A,585755_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01,585755_blue_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01.fits,585755,1.6811552,12300.0,0.86031085,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,586326_A,586326_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01,586326_blue_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01.fits,586326,1.6811552,12300.0,0.86031085,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,586330_A,586330_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01,586330_blue_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01.fits,586330,1.6811552,12300.0,0.86031085,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,586494_A,586494_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22,586494_blue_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22.fits,586494,2.4690013,9300.0,0.71310616,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,592216_A,592216_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22,592216_blue_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22.fits,592216,1.700549,11550.0,0.9261851,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,592294_A,592294_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10,592294_blue_7_Y14SAR3_P010_15T085_2016_05_02-2016_05_10.fits,592294,1.528399,11200.0,1.0055962,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,592401_A,592401_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01,592401_blue_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01.fits,592401,1.4813128,19300.0,0.90583944,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
