,cubeidpub,cubeid,cubename,catid,cubefwhm,cubetexp,meantrans,isbest,catsource,warnstar,warnfill,warnz,warnmult,warnakpc,warnare,warnamge,warnsk2m,warnsk4m,warnsk4mhsn,warnfcal,warnfcbr,warnskyb,warnskyr,warnsker,warnwcs,warnre,warnskem,warnemft
94,10000183_B,10000183_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06,10000183_blue_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06.fits,10000183,2.285146,24800.0,0.895431,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95,10000183_C,10000183_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06,10000183_blue_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06.fits,10000183,1.9918307,9950.0,0.9903763,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
96,10000183_F,10000183_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22,10000183_blue_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22.fits,10000183,1.3769728,11550.0,0.86257476,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
97,10000183_E,10000183_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05,10000183_blue_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05.fits,10000183,2.4517817,12848.0,0.634665,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
98,10000183_A,10000183_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17,10000183_blue_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17.fits,10000183,3.783678,11880.0,0.8846847,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99,10000183_D,10000183_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13,10000183_blue_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13.fits,10000183,2.6007547,14850.0,0.832134,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
100,10000184_B,10000184_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19,10000184_blue_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19.fits,10000184,1.9270614,19550.0,0.90321195,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
101,10000184_A,10000184_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16,10000184_blue_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16.fits,10000184,2.1565826,12600.0,0.92577416,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
102,10000184_C,10000184_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16,10000184_blue_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16.fits,10000184,1.9729545,15950.0,0.91340035,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
103,10000186_A,10000186_8_Y15SAR3_P002_15T108_2015_04_14-2015_04_22,10000186_blue_8_Y15SAR3_P002_15T108_2015_04_14-2015_04_22.fits,10000186,1.8860404,14400.0,0.7986039,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
104,10000188_A,10000188_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,10000188_blue_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,10000188,1.9566231,19800.0,0.83451945,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
105,10000188_B,10000188_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,10000188_blue_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,10000188,1.8312169,12600.0,0.74418586,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
106,10000190_A,10000190_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12,10000190_blue_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12.fits,10000190,1.9913205,12600.0,0.83067715,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
107,10000191_A,10000191_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13,10000191_blue_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13.fits,10000191,1.8218461,12600.0,1.0429887,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
108,10000207_A,10000207_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13,10000207_blue_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13.fits,10000207,2.2259822,17400.0,0.80151415,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
109,10000222_A,10000222_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,10000222_blue_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,10000222,1.427876,21000.0,0.7311783,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110,10000222_B,10000222_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,10000222_blue_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,10000222,1.1258953,10200.0,0.67472506,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
111,10000222_C,10000222_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01,10000222_blue_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01.fits,10000222,2.0829816,10800.0,0.78763145,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
112,10000228_B,10000228_7_Y14SAR4_P006_15T092_2014_05_23-2014_06_01,10000228_blue_7_Y14SAR4_P006_15T092_2014_05_23-2014_06_01.fits,10000228,2.6040795,12600.0,0.8720878,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
113,10000228_A,10000228_8_Y13SAR1_P005_15T018_2013_03_05-2013_03_17,10000228_blue_8_Y13SAR1_P005_15T018_2013_03_05-2013_03_17.fits,10000228,2.3741858,14400.0,0.9700122,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
114,10000230_B,10000230_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01,10000230_blue_7_Y14SAR2_P009_15T070_2017_04_19-2017_05_01.fits,10000230,1.3339487,12600.0,0.9842013,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
115,10000230_A,10000230_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17,10000230_blue_8_Y13SAR1_P007_15T010_2013_03_05-2013_03_17.fits,10000230,1.6484958,14400.0,0.8920977,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
116,10000232_A,10000232_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13,10000232_blue_7_Y15SAR4_P004_15T112_2016_03_03-2016_03_13.fits,10000232,2.5437245,12000.0,1.0764333,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
117,10000235_A,10000235_7_Y14SAR4_P003_15T089_2014_05_23-2014_06_01,10000235_blue_7_Y14SAR4_P003_15T089_2014_05_23-2014_06_01.fits,10000235,1.6885686,12250.0,1.019326,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
118,10000236_A,10000236_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04,10000236_blue_11_Y14SAR3_P001_15T076_2014_04_24-2014_05_04.fits,10000236,1.8826729,16845.0,0.94599533,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
119,10000236_B,10000236_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12,10000236_blue_12_Y14SAR4_P010_15T096_2016_04_04-2016_04_12.fits,10000236,1.6070117,21600.0,2.1352572,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
120,10000236_C,10000236_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01,10000236_blue_7_Y14SAR4_P010_15T096_2017_04_19-2017_05_01.fits,10000236,1.8869473,12600.0,1.0778179,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
121,10000256_A,10000256_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19,10000256_blue_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19.fits,10000256,2.035988,12300.0,0.7997197,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
122,10000262_A,10000262_7_Y14SAR4_P007_15T093_2016_04_04-2016_04_12,10000262_blue_7_Y14SAR4_P007_15T093_2016_04_04-2016_04_12.fits,10000262,1.9772611,11800.0,0.9097142,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
123,10000272_A,10000272_7_Y14SAR4_P008_15T094_2016_04_04-2016_04_12,10000272_blue_7_Y14SAR4_P008_15T094_2016_04_04-2016_04_12.fits,10000272,2.1905859,12600.0,1.0152361,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
124,10000295_A,10000295_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14,10000295_blue_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14.fits,10000295,1.910616,10500.0,0.7921969,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
125,10000296_B,10000296_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25,10000296_blue_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25.fits,10000296,2.4886057,18000.0,0.75448704,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
126,10000296_A,10000296_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06,10000296_blue_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06.fits,10000296,1.4306,11730.0,0.8723196,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
127,10000305_A,10000305_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19,10000305_blue_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19.fits,10000305,1.7603855,14300.0,0.7467319,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
128,10000311_A,10000311_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13,10000311_blue_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13.fits,10000311,1.7963119,12600.0,1.1091831,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
129,10000318_A,10000318_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19,10000318_blue_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19.fits,10000318,2.0887427,12600.0,0.9434373,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
130,10000322_A,10000322_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17,10000322_blue_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17.fits,10000322,2.5074956,10800.0,0.98723316,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
131,10000331_A,10000331_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19,10000331_blue_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19.fits,10000331,1.9261848,10800.0,0.8657786,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
132,10000333_A,10000333_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26,10000333_blue_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26.fits,10000333,2.7195387,12600.0,0.99709743,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
133,10000339_A,10000339_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06,10000339_blue_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06.fits,10000339,2.4958227,12600.0,0.8374246,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
134,10000345_A,10000345_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17,10000345_blue_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17.fits,10000345,1.8350329,12600.0,0.8038096,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
135,10000352_A,10000352_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25,10000352_blue_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25.fits,10000352,2.0551565,12125.0,0.853761,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
136,10000352_B,10000352_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25,10000352_blue_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25.fits,10000352,1.7246832,12600.0,0.9134474,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
137,10000355_A,10000355_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22,10000355_blue_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22.fits,10000355,1.6425993,11550.0,0.88877386,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
138,10000356_A,10000356_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17,10000356_blue_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17.fits,10000356,2.4094105,12600.0,0.93082136,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
139,10000365_A,10000365_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14,10000365_blue_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14.fits,10000365,2.3525186,10500.0,0.7521504,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
140,10000371_A,10000371_6_Y18SAR1_P002_09T140_2018_04_09-2018_04_19,10000371_blue_6_Y18SAR1_P002_09T140_2018_04_09-2018_04_19.fits,10000371,1.3624305,10800.0,0.7709408,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
141,10000374_A,10000374_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06,10000374_blue_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06.fits,10000374,1.7694334,10210.0,1.0476907,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
142,10000375_A,10000375_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25,10000375_blue_7_Y14SAR1_P001_09T061_2015_02_16-2015_02_25.fits,10000375,1.7919227,12420.0,0.69320816,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
143,10000375_C,10000375_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13,10000375_blue_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13.fits,10000375,1.572137,12600.0,0.9821809,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
144,10000375_B,10000375_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25,10000375_blue_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25.fits,10000375,2.717007,13440.0,0.8427788,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
145,10000376_A,10000376_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14,10000376_blue_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14.fits,10000376,2.338051,10500.0,0.74156064,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
146,10000397_A,10000397_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25,10000397_blue_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25.fits,10000397,1.947495,12600.0,0.97866005,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
147,10000399_A,10000399_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17,10000399_blue_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17.fits,10000399,1.852552,12600.0,1.0014802,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
148,10000399_B,10000399_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26,10000399_blue_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26.fits,10000399,1.6550151,12600.0,0.8870676,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
149,10000404_A,10000404_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19,10000404_blue_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19.fits,10000404,2.0400054,16200.0,0.6175345,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
150,10000410_A,10000410_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14,10000410_blue_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14.fits,10000410,1.6949615,10500.0,0.8188264,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
151,10000412_A,10000412_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17,10000412_blue_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17.fits,10000412,2.5491083,14400.0,0.98453176,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
152,10000414_A,10000414_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19,10000414_blue_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19.fits,10000414,2.1866608,12600.0,0.83415073,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
153,10000417_A,10000417_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05,10000417_blue_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05.fits,10000417,2.1418517,12600.0,0.8071537,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
154,10000426_A,10000426_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13,10000426_blue_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13.fits,10000426,1.469406,12600.0,0.9793288,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
155,10000448_A,10000448_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02,10000448_blue_7_Y17SAR1_P001_09T124_2017_03_24-2017_04_02.fits,10000448,1.7896458,12600.0,1.0111626,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
156,10000451_A,10000451_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14,10000451_blue_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14.fits,10000451,2.0186963,10500.0,0.8023096,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
157,10000463_A,10000463_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12,10000463_blue_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12.fits,10000463,1.8404375,12600.0,0.97915363,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
158,10000471_A,10000471_6_Y16SAR4_P002_12T100_2017_04_19-2017_05_01,10000471_blue_6_Y16SAR4_P002_12T100_2017_04_19-2017_05_01.fits,10000471,2.5025103,10800.0,1.0198607,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
159,10000477_A,10000477_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22,10000477_blue_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22.fits,10000477,2.4690013,9300.0,0.71310616,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
160,10000482_A,10000482_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16,10000482_blue_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16.fits,10000482,1.874924,14400.0,1.010372,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
161,10000490_A,10000490_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19,10000490_blue_7_Y17SAR3_P004_12T105_2018_02_12-2018_02_19.fits,10000490,1.7046742,12420.0,0.74493206,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
162,10000492_A,10000492_7_Y15SAR3_P004_12T089_2016_02_08-2016_02_14,10000492_blue_7_Y15SAR3_P004_12T089_2016_02_08-2016_02_14.fits,10000492,1.8627295,10500.0,0.7764343,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
163,10000497_A,10000497_11_Y15SAR4_P003_12T099_2015_05_14-2015_05_20,10000497_blue_11_Y15SAR4_P003_12T099_2015_05_14-2015_05_20.fits,10000497,2.6398551,18700.0,0.82926345,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
164,10000498_A,10000498_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01,10000498_blue_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01.fits,10000498,2.0049415,12600.0,1.038589,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
165,10000508_A,10000508_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19,10000508_blue_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19.fits,10000508,2.7533808,12600.0,0.89684,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
166,10000526_A,10000526_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01,10000526_blue_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01.fits,10000526,1.8098305,12600.0,0.9958481,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
167,10000561_A,10000561_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04,10000561_blue_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04.fits,10000561,1.4943258,14400.0,1.0550135,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
168,10000584_A,10000584_6_Y14SAR1_P006_12T046_2015_02_16-2015_02_25,10000584_blue_6_Y14SAR1_P006_12T046_2015_02_16-2015_02_25.fits,10000584,2.2604034,10800.0,0.8167396,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
169,10000589_A,10000589_7_Y15SAR3_P003_12T087_2016_02_08-2016_02_14,10000589_blue_7_Y15SAR3_P003_12T087_2016_02_08-2016_02_14.fits,10000589,1.7564168,10500.0,0.8750591,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
170,10000595_A,10000595_7_Y14SAR3_P009_12T060_2015_05_14-2015_05_20,10000595_blue_7_Y14SAR3_P009_12T060_2015_05_14-2015_05_20.fits,10000595,2.2397242,11900.0,0.8704635,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
171,10000596_A,10000596_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16,10000596_blue_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16.fits,10000596,1.7784617,14400.0,0.86787474,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
172,10000597_A,10000597_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20,10000597_blue_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20.fits,10000597,2.4650698,10500.0,1.0377218,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
173,10000615_A,10000615_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19,10000615_blue_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19.fits,10000615,1.895166,12600.0,0.86258554,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
174,10000618_A,10000618_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12,10000618_blue_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12.fits,10000618,2.3150146,10800.0,0.59588236,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
175,10000622_A,10000622_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25,10000622_blue_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25.fits,10000622,2.6039546,12600.0,0.88911426,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
176,10000622_B,10000622_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12,10000622_blue_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12.fits,10000622,2.1073215,12600.0,0.90273076,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
177,10000622_C,10000622_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16,10000622_blue_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16.fits,10000622,2.2502587,12600.0,0.93752676,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
178,10000632_A,10000632_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20,10000632_blue_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20.fits,10000632,1.8719485,11900.0,0.9891035,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
179,10000722_A,10000722_8_Y14SAR3_P005_12T056_2015_01_19-2015_01_26,10000722_blue_8_Y14SAR3_P005_12T056_2015_01_19-2015_01_26.fits,10000722,1.813847,14400.0,0.9214719,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
180,10000747_A,10000747_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10,10000747_blue_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10.fits,10000747,2.347415,11200.0,0.9453689,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
181,10000755_A,10000755_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,10000755_blue_16_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,10000755,2.029567,28800.0,0.8695047,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
182,10000755_C,10000755_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16,10000755_blue_7_Y17SAR2_P005_15T122_2018_05_07-2018_05_16.fits,10000755,1.593816,12600.0,0.94572705,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
183,10000755_B,10000755_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22,10000755_blue_9_Y17SAR2_P005_15T122_2018_03_12-2018_03_22.fits,10000755,3.474449,16200.0,0.8102207,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
184,10000797_A,10000797_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01,10000797_blue_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01.fits,10000797,1.5795939,11900.0,0.9506866,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
185,10000821_A,10000821_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17,10000821_blue_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17.fits,10000821,2.473674,12600.0,0.9853903,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
186,10000870_A,10000870_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01,10000870_blue_12_Y17SAR2_P003_15T119_2017_04_19-2017_05_01.fits,10000870,1.4813128,19300.0,0.90583944,True,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
187,10000870_B,10000870_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22,10000870_blue_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22.fits,10000870,1.4842017,10500.0,0.8938907,False,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
